title,company,location,date,blurb,tags,link,id,provider,query,locale,wage,remoteness,state_zip,state,city,lower_wage,upper_wage,type,converted_yearly_lower,converted_yearly_upper,job_level
Data Engineer,LatentView Analytics,"Fremont, CA",2024-10-29,"Experience implementing operational best practices such as monitoring, alerting, metadata management, data cataloging, and data modeling. Evangelize data strategy among stakeholders such as business…",Remote: Hybrid work,https://www.indeed.com/m/viewjob?jk=6e5ad5096f13f56e,IndeedScraperUSAEng_6e5ad5096f13f56e,IndeedScraperUSAEng,Data,USA_ENGLISH,,TEMPORARILY_REMOTE, CA,CA,Fremont,,,,,,Mid-Level
"Data Center Manager, DCC Communities","Amazon Data Services, Inc.","Hayward, CA",2024-11-02,The position will help ensure overall availability and reliability to meet or exceed defined service levels of data center operations. A Bachelor's degree or 4+ years of professional or military…,"Job types: Full-time
Job types cc: Full-time
Schedules: On call",https://www.indeed.com/m/viewjob?jk=f8c38dd83216a01f,IndeedScraperUSAEng_f8c38dd83216a01f,IndeedScraperUSAEng,Data,USA_ENGLISH,$70700 - $158000 yearly,UNKNOWN, CA,CA,Hayward,,,,,,Senior-Level
Clinical Data Coordinator - Entry Level - Chemistry Degree,"Medpace, Inc.","Irving, TX 75038",2024-10-18,Reconcile data from multiple sources. Report metrics and data trends on projects. Identify data conflicts and issues on projects. Work with personnel from global research sites to resolve data…,"Job types: Full-time
Remote: Hybrid work
Benefits: Free parking, On-site gym, Paid time off, Flexible schedule
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=6a278ffee1ba02aa,IndeedScraperUSAEng_6a278ffee1ba02aa,IndeedScraperUSAEng,Data,USA_ENGLISH,,TEMPORARILY_REMOTE, TX 75038,TX,Irving,,,,,,Mid-Level
Senior Business Analyst Sharepoint,Liberty Personnel Services,"Philadelphia, PA",2024-10-11,"We're on the lookout for a skilled Business Analyst III to drive strategic initiatives and deliver impactful results. Bachelor’s Degree preferred, with 5-7 years of IT Sharepoint business analyst…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=308bf04dbe5cd74a,IndeedScraperUSAEng_308bf04dbe5cd74a,IndeedScraperUSAEng,Data,USA_ENGLISH,$55 - $55 hourly,UNKNOWN, PA,PA,Philadelphia,,,,,,Senior-Level
"Data Entry Clerk - Hybrid / Roseville, California",Gainwell Technologies LLC,"Roseville, CA 95747",2024-10-08,Great companies need great teams to propel their operations. Join the group that solves business challenges and enhances the way we work and grow. Working at Gainwell carries its rewards. You’ll…,"Job types: Full-time
Benefits: Health insurance, Tuition reimbursement, 401(k) matching
Job types cc: Full-time
Schedules: Overtime, Holidays",https://www.indeed.com/m/viewjob?jk=7f40a633c8e165d5,IndeedScraperUSAEng_7f40a633c8e165d5,IndeedScraperUSAEng,Data,USA_ENGLISH,$32600 - $46500 yearly,UNKNOWN, CA 95747,CA,Roseville,,,,,,Entry-Level
Tax Data Analyst,Jackson Hewitt - 2861,"Roanoke, TX 76262",2024-10-05,Perform regular audits and reviews of tax data to maintain data accuracy and integrity. Generate comprehensive reports summarizing tax-related data analysis for internal stakeholders.,"Job types: Full-time
Benefits: 401(k), 401(k) matching, Employee discount, Opportunities for advancement, Flexible schedule
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=c5cdd68207831a55,IndeedScraperUSAEng_c5cdd68207831a55,IndeedScraperUSAEng,Data,USA_ENGLISH,$17 - $22 hourly,UNKNOWN, TX 76262,TX,Roanoke,,,,,,Mid-Level
"Principal Scientist, Analytical Testing and Data Network",Bristol-Myers Squibb,"Warren, NJ",2024-10-22,Conduct data analysis and reporting with an emphasis on fast and high-quality data turnaround. Any data processed in connection with role applications will be treated in accordance with applicable…,"Shifts: Morning shift, Rotating shift, Evening shift
Remote: Hybrid work
Schedules: Evenings as needed, Morning shift, Rotating shift, Evening shift",https://www.indeed.com/m/viewjob?jk=7ad55c907eeffa5a,IndeedScraperUSAEng_7ad55c907eeffa5a,IndeedScraperUSAEng,Data,USA_ENGLISH,,TEMPORARILY_REMOTE, NJ,NJ,Warren,,,,,,Senior-Level
Senior Statistical Programmer I,ICON Plc,"Dublin, CA",2024-11-13,Senior Statistical Programmer I - Remote ICON plc is a world-leading healthcare intelligence and clinical research organization. We’re proud to foster an inclusive environment driving innovation…,"Job types: Full-time
Remote: Remote, Hybrid work
Benefits: Health insurance, Gym membership, Retirement plan
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=39c967cd528a8f5d,IndeedScraperUSAEng_39c967cd528a8f5d,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CA,CA,Dublin,,,,,,Senior-Level
"Principal, Data Ops Engineer",CoreLogic,"Dallas, TX",2024-10-05,"Work closely with architects, developers, data science and data engineers to gather system requirements. Create scripts, templates and orchestration for automatic provisioning and monitoring of GCP…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=0a0b3a75f2a36194,IndeedScraperUSAEng_0a0b3a75f2a36194,IndeedScraperUSAEng,Data,USA_ENGLISH,$110500 - $150000 yearly,UNKNOWN, TX,TX,Dallas,,,,,,Senior-Level
Data Analyst,Kessler Foundation,"East Hanover, NJ 07936",2024-10-18,The position’s primary focus is to analyze functional and structural magnetic resonance imaging (MRI) data as part of a multidisciplinary team of clinical investigators; write programs and/or scripts…,"Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=0b5152680e5eb88a,IndeedScraperUSAEng_0b5152680e5eb88a,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, NJ 07936,NJ,East Hanover,,,,,,Mid-Level
Liferay Developer - (Remote),NTT DATA,"Frisco, TX 75034",2024-11-05,Develop and implement end-to-end solutions using Liferay Portal. Collaborate with cross-functional teams to gather requirements and design efficient solutions.,"Job types: Full-time
Remote: Remote
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=21d9cf03e2c3beeb,IndeedScraperUSAEng_21d9cf03e2c3beeb,IndeedScraperUSAEng,Data,USA_ENGLISH,,FULLY_REMOTE, TX 75034,TX,Frisco,,,,,,Mid-Level
Power BI Developer,Bell Partners Inc,"Raleigh, NC",2024-10-21,"Manages reporting system critical data elements as related to property, organizational and other key inputs that drive the functionality of Power BI. Manage Business Intelligence Platform (“Power BI”)…","Job types: Full-time
Benefits: Health insurance, 401(k) matching, Referral program
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=376d97c4abeaa875,IndeedScraperUSAEng_376d97c4abeaa875,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, NC,NC,Raleigh,,,,,,Mid-Level
Confirmation Specialist,Pediatric Home Service,"Waco, TX 76710",2024-11-20,As a part of the billing department the order confirmation specialist is responsible for confirming all sales orders that have been delivered to customers. 401K with match & educational benefits.,"Job types: Full-time
Remote: Remote
Benefits: Paid holidays, Disability insurance, Health insurance, Dental insurance, Paid time off, 401(k) matching, Life insurance
Job types cc: Full-time
Schedules: Monday to Friday",https://www.indeed.com/m/viewjob?jk=ef9d8ecef072ea5e,IndeedScraperUSAEng_ef9d8ecef072ea5e,IndeedScraperUSAEng,Data,USA_ENGLISH,,FULLY_REMOTE, TX 76710,TX,Waco,,,,,,Mid-Level
Associate Data Analyst,Disney,"New York, NY",2024-11-12,"Experience manipulating large data sets, interpreting data trends, and using a multitude of disparate data sources and tools. Experience with data visualization tools such as Tableau, Looker, etc.","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=52f858b36b18fe3c,IndeedScraperUSAEng_52f858b36b18fe3c,IndeedScraperUSAEng,Data,USA_ENGLISH,$78800 - $105700 yearly,UNKNOWN, NY,NY,New York,,,,,,Mid-Level
Data Analyst,Vail Resorts Corporate,"New York, NY",2024-11-13,Ability to identify and interpret data and identify patterns in data or processes. Apply data governance standards and utilize standardized process to ensure data integrity and prioritization of…,"Job types: Full-time
Benefits: Health insurance, Dental insurance, 401(k), Employee assistance program, Vision insurance, Employee discount
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=eef7df13293d567b,IndeedScraperUSAEng_eef7df13293d567b,IndeedScraperUSAEng,Data,USA_ENGLISH,$56000 - $67400 yearly,UNKNOWN, NY,NY,New York,,,,,,Mid-Level
"Associate Director, Clinical Data Management Quality",Iovance Biotherapeutics Inc,"San Carlos, CA",2024-11-02,"Expertise in clinical data management systems (CDMS) and data validation tools. Develop and execute data validation plans to identify and address data inconsistencies, errors, or outliers.","Job types: Full-time
Remote: Remote
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=e1c3f3282a604c26,IndeedScraperUSAEng_e1c3f3282a604c26,IndeedScraperUSAEng,Data,USA_ENGLISH,,FULLY_REMOTE, CA,CA,San Carlos,,,,,,Senior-Level
Senior Data Engineer,GoodLeap,"Plano, TX 75024",2024-10-17,Experience with DataBricks or other modern data warehouse. Experience with orchestrating data pipelines with modern tools such as Airflow. Implement data integrations across the organization as well…,"Job types: Full-time
Remote: Hybrid work
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=7510bba1fe09c3d7,IndeedScraperUSAEng_7510bba1fe09c3d7,IndeedScraperUSAEng,Data,USA_ENGLISH,$137000 - $175000 yearly,TEMPORARILY_REMOTE, TX 75024,TX,Plano,,,,,,Senior-Level
Assistant Superintendent,T5 Data Centers,"Denton, TX",2024-10-03,"The Assistant Superintendent is responsible for supporting on-site coordination for all phases of T5 Data Center construction projects, including supporting coordination of subcontractors, material…","Job types: Full-time
Benefits: Paid holidays, Health insurance, Dental insurance, Paid time off, Vision insurance, 401(k) matching
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=8b2c948a58cee457,IndeedScraperUSAEng_8b2c948a58cee457,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX,TX,Denton,,,,,,Entry-Level
"Senior Quality Data Analyst, Claims",Oscar Health,"New York, NY",2024-11-13,2+ years of experience with data management principles and data quality assurance. Develop and implement healthcare data management strategies to ensure ongoing data integrity and accuracy.,"Job types: Full-time
Remote: Remote
Benefits: Paid parental leave, Paid holidays, Disability insurance, Health insurance, Dental insurance, Parental leave, Vision insurance, Paid sick time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=97cfb6cc35b52f42,IndeedScraperUSAEng_97cfb6cc35b52f42,IndeedScraperUSAEng,Data,USA_ENGLISH,$93600 - $122850 yearly,FULLY_REMOTE, NY,NY,New York,,,,,,Senior-Level
"Director, Business Analytics & Reporting",United Jewish Appeal-Fed of Jewish,"New York, NY 10022",2024-10-03,"Self-Service Enablement: Develop and promote self-service data capabilities to empower staff to access their own data. Work with cross departmental team to define metrics, guidelines, and strategies…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=52cee7b9818fd06e,IndeedScraperUSAEng_52cee7b9818fd06e,IndeedScraperUSAEng,Data,USA_ENGLISH,$142000 - $152000 yearly,UNKNOWN, NY 10022,NY,New York,,,,,,Senior-Level
"Senior Software Engineer - Data Governance Solutions, Data Platform",Apple,"Cupertino, CA",2024-10-10,Strong in data structures and algorithms. This role involves managing petabytes of data and designing and implementing new frameworks to build scalable and efficient data processing workflows.,"Benefits: Employee stock purchase plan, Health insurance, Dental insurance, RSU, Retirement plan",https://www.indeed.com/m/viewjob?jk=d90b55142bef9018,IndeedScraperUSAEng_d90b55142bef9018,IndeedScraperUSAEng,Data,USA_ENGLISH,$175800 - $312200 yearly,UNKNOWN, CA,CA,Cupertino,,,,,,Senior-Level
"Sr. Analyst, Customer Data Management",Digital Realty,"Dallas, TX",2024-10-05,"Digital Realty brings companies and data together by delivering the full spectrum of data center, colocation and interconnection solutions. A solid understanding of data management practices.",,https://www.indeed.com/m/viewjob?jk=c0304089fa23939c,IndeedScraperUSAEng_c0304089fa23939c,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX,TX,Dallas,,,,,,Senior-Level
Sr. Angular Developer,Computer Data Concepts,"Southlake, TX 76092",2024-11-12,"Understanding of key UI design principles. Proficiency with UI development using HTML, CSS, JavaScript and jQuery, Angular2+ ,Bootstrap. Understanding of server-side CSS.","Job types: Full-time
Benefits: Health insurance, Dental insurance, Paid time off
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=aa404fa658de5029,IndeedScraperUSAEng_aa404fa658de5029,IndeedScraperUSAEng,Data,USA_ENGLISH,$126192 - $130136 yearly,UNKNOWN, TX 76092,TX,Southlake,,,,,,Senior-Level
AI DEVELOPER,Acuitus,"Sunnyvale, CA",2024-10-21,"We are looking to hire an AI Developer to continue to develop two-dimensional handwriting recognition, our human-tutor interface, as well as the modeling of deep psychological processes.",,https://www.indeed.com/m/viewjob?jk=d6e448c88e3b8868,IndeedScraperUSAEng_d6e448c88e3b8868,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, CA,CA,Sunnyvale,,,,,,Mid-Level
"Big Data Engineer, Chronicle",Amazon.com Services LLC - A57,"New York, NY",2024-11-15,"3+ years of data engineering experience. Experience with data modeling, warehousing and building ETL pipelines. Experience in SQL, Python, and AWS big data technologies (e.g., EMR, AWS Glue).","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=f648680d7de49739,IndeedScraperUSAEng_f648680d7de49739,IndeedScraperUSAEng,Data,USA_ENGLISH,$118900 - $205600 yearly,UNKNOWN, NY,NY,New York,,,,,,Mid-Level
AI/ML Engineer,"CGI Group, Inc.",United States,2024-10-15,Experience with data annotation tools and processes for both text and image data. Create human-in-the-loop systems for model training and evaluation across text and image data.,"Job types: Full-time
Remote: Remote
Benefits: Paid jury duty, Paid parental leave, AD&D insurance, Health insurance, Dental insurance, Tuition reimbursement, Parental leave, Vision insurance, 401(k) matching, Bereavement leave
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=911fab8c814a7790,IndeedScraperUSAEng_911fab8c814a7790,IndeedScraperUSAEng,Data,USA_ENGLISH,$76300 - $190000 yearly,FULLY_REMOTE,,,United States,,,,,,Mid-Level
Real Time Analyst,Chewy,"Richardson, TX",2024-10-26,"Understanding of prescriptive and descriptive analysis, predictive analysis, fundamentals of statistics, forecasting and data architecture. Proficient in Microsoft Office Suite, including manipulating…","Job types: Full-time
Job types cc: Full-time",https://www.indeed.com/m/viewjob?jk=2e9748d6f089be31,IndeedScraperUSAEng_2e9748d6f089be31,IndeedScraperUSAEng,Data,USA_ENGLISH,,UNKNOWN, TX,TX,Richardson,,,,,,Mid-Level
Senior Manager-Data Science,Amex,"New York, NY",2024-10-06,"Conduct applied research in NLP to identify and deploy advanced techniques that enhance our data science capabilities, focusing on delivering practical business solutions.","Remote: Hybrid work
Benefits: Paid parental leave, Health insurance, Dental insurance, Parental leave, Vision insurance, Life insurance, Retirement plan",https://www.indeed.com/m/viewjob?jk=76fe0bba0771013d,IndeedScraperUSAEng_76fe0bba0771013d,IndeedScraperUSAEng,Data,USA_ENGLISH,$90000 - $165000 yearly,TEMPORARILY_REMOTE, NY,NY,New York,,,,,,Senior-Level
Data Center Technician L1,NTT DATA,"Garland, TX 75044",2024-10-05,"The Data Center Technician provides a working level of data center knowledge and is responsible for the operational integrity and regulatory compliance of the data center electrical, mechanical, and…","Job types: Full-time
Benefits: Disability insurance, Health insurance, Dental insurance, 401(k), Flexible spending account, Paid time off, Vision insurance
Job types cc: Full-time
Schedules: Weekends as needed, Nights as needed",https://www.indeed.com/m/viewjob?jk=ea976b1cabadacac,IndeedScraperUSAEng_ea976b1cabadacac,IndeedScraperUSAEng,Data,USA_ENGLISH,$27.8 - $41.6 hourly,UNKNOWN, TX 75044,TX,Garland,,,,,,Entry-Level
